points_share,VORP,PER,FG,2P,DWS,USG%,WS/48,WS,PTS,FTA
0.0,1.7,17.1,4.1,3.5,1.7,22.2,0.133,6.0,12.4,3.7
0.0,1.1,15.9,6.5,4.5,2.1,27.7,0.082,3.1,18.7,4.5
0.0,0.5,18.0,4.4,3.0,0.3,25.6,0.126,1.4,12.0,2.3
0.0,2.2,18.0,3.6,3.0,0.5,19.0,0.16,6.8,11.2,4.1
0.0,0.2,9.6,1.4,1.1,2.0,16.2,0.058,1.4,3.8,0.8
0.0,-0.4,8.6,2.5,2.2,1.3,12.7,0.05,1.9,5.9,0.9
0.0,0.5,13.9,4.0,4.0,3.8,17.9,0.108,5.2,9.6,2.5
0.0,0.0,11.5,1.3,1.1,0.4,16.9,0.049,0.4,3.2,0.6
0.994,4.6,27.0,9.0,9.0,4.6,30.5,0.211,11.0,22.9,10.5
0.002,3.1,20.7,5.7,5.6,2.3,17.4,0.198,8.6,15.6,5.1
0.0,0.8,15.5,2.6,2.6,2.7,12.6,0.121,4.7,6.4,2.3
0.0,0.3,15.1,4.4,3.1,0.3,23.6,0.074,2.1,11.9,2.4
0.026,4.1,19.5,5.2,3.2,4.2,21.3,0.143,7.2,14.4,2.9
0.0,0.0,11.2,1.6,1.6,1.2,12.2,0.104,1.9,3.9,1.0
0.0,0.0,14.1,4.2,3.4,0.3,18.7,0.088,3.7,11.2,2.4
0.0,0.0,12.3,0.5,0.5,0.2,11.7,0.098,0.2,1.4,0.7
0.0,0.5,23.5,8.4,7.4,0.4,26.1,0.219,1.3,24.6,7.3
0.0,-0.2,14.7,3.8,3.8,1.2,22.6,0.103,3.3,10.3,3.4
0.0,1.2,16.0,4.9,3.5,1.0,24.8,0.092,3.4,14.0,3.4
0.0,-0.2,9.4,3.6,3.6,0.5,21.2,-0.007,-0.1,7.6,0.6
0.0,0.3,9.9,2.5,2.2,1.3,13.6,0.03,0.9,6.6,1.5
0.0,0.8,15.9,4.9,4.3,1.5,24.9,0.103,3.5,14.9,5.3
0.0,1.3,13.7,2.3,1.6,1.8,11.4,0.153,4.8,6.2,1.2
0.0,0.7,12.3,1.5,0.7,1.6,14.0,0.141,2.8,4.2,0.6
0.0,0.5,13.7,2.1,1.4,0.7,19.9,0.067,1.3,6.0,1.3
0.01,4.2,22.4,7.8,7.8,3.7,25.4,0.169,10.6,20.0,6.0
0.0,0.1,10.7,2.6,2.1,1.1,16.2,0.075,2.1,7.7,2.9
0.0,0.4,8.4,0.9,0.6,1.5,7.1,0.085,2.0,2.2,0.2
0.0,-0.7,8.9,3.0,2.1,1.4,19.0,0.01,0.3,7.7,1.2
0.0,-0.5,7.2,1.0,1.0,0.6,21.2,0.003,0.0,3.0,1.4
0.426,6.9,22.9,9.2,7.3,5.4,31.2,0.18,12.0,25.7,7.1
0.169,3.2,17.4,4.0,4.0,6.7,15.2,0.153,8.5,9.7,4.1
0.0,-0.4,8.4,1.4,1.4,1.0,15.3,0.05,0.7,3.7,1.2
0.0,2.9,19.9,4.0,1.7,1.9,18.7,0.176,6.0,11.5,1.4
0.0,0.9,14.1,5.3,5.3,3.3,16.6,0.087,5.2,11.5,1.1
0.0,-0.3,11.9,1.7,1.7,0.1,19.4,0.053,0.5,3.8,0.7
0.0,-0.1,5.6,0.5,0.5,0.0,10.1,0.061,0.1,1.1,0.4
0.0,0.1,12.2,2.3,2.1,0.2,15.7,0.079,0.5,6.1,1.4
0.0,0.5,13.4,4.0,2.6,1.4,19.4,0.08,3.7,11.9,2.7
0.0,-0.4,12.9,4.3,4.3,0.7,22.5,0.019,0.3,11.7,5.3
0.0,0.8,13.1,2.8,1.4,0.8,14.0,0.097,3.7,7.6,1.0
0.892,5.4,27.0,7.8,7.8,5.7,28.9,0.245,11.2,20.3,6.9
0.0,0.0,15.1,3.3,2.0,0.0,26.0,0.082,0.1,9.7,2.7
0.0,-0.2,9.1,1.7,1.0,0.5,16.0,0.054,1.1,4.6,0.5
0.0,-0.2,7.9,1.5,1.3,0.9,12.8,0.0,0.0,3.7,0.5
0.0,1.5,15.1,4.4,3.9,1.6,17.0,0.102,5.4,11.3,2.6
0.0,1.4,14.4,4.3,2.8,1.6,18.9,0.098,5.1,12.5,2.8
0.0,2.1,16.6,5.6,3.4,1.4,23.6,0.099,5.7,15.8,2.5
0.0,-0.1,6.7,0.4,0.4,0.1,11.5,0.025,0.1,1.1,0.3
0.0,1.1,15.5,5.4,5.2,1.2,20.1,0.102,5.5,14.0,4.0
0.0,0.7,15.4,2.8,2.8,2.5,13.3,0.162,5.4,7.0,2.3
0.0,-0.3,9.9,2.1,1.9,0.7,14.7,0.018,0.4,5.1,0.9
0.0,0.6,15.5,5.3,5.2,2.0,25.7,0.036,1.3,12.8,3.4
0.0,0.1,14.0,1.1,1.0,0.1,19.4,0.15,0.2,3.6,1.4
0.0,0.0,11.0,1.1,1.1,1.5,12.5,0.102,1.9,2.7,0.8
0.0,-0.6,8.6,2.0,2.0,1.9,11.0,0.051,2.0,4.9,1.2
0.0,0.0,12.3,4.4,3.2,0.8,21.3,0.054,2.2,12.0,2.4
0.0,-0.9,10.4,2.6,2.6,1.5,17.2,0.048,1.2,5.9,1.1
0.0,-0.3,11.2,2.1,2.0,1.3,15.8,0.066,1.6,5.2,1.3
0.0,-0.2,15.7,3.7,3.7,1.0,18.8,0.092,3.6,9.8,3.4
0.0,-0.4,10.1,2.0,1.8,0.3,16.1,0.011,0.2,4.7,0.9
0.0,2.0,16.5,5.0,3.3,1.7,21.2,0.098,5.5,14.2,3.2
0.0,-0.4,8.3,0.6,0.6,0.5,9.4,0.091,0.8,1.6,0.5
0.0,1.1,15.0,6.2,3.9,1.2,21.4,0.089,4.4,17.2,3.1
0.0,0.2,16.7,3.7,3.7,2.3,24.9,0.107,2.9,10.1,3.7
0.0,-0.1,10.4,0.7,0.7,0.1,18.6,0.038,0.1,3.2,3.0
0.0,0.0,10.0,0.7,0.7,0.7,10.0,0.064,0.7,1.6,0.7
0.0,2.0,17.3,5.7,5.2,1.8,20.8,0.098,4.7,15.2,4.7
0.0,-0.8,9.4,3.1,3.1,1.6,20.4,0.02,0.5,7.3,1.6
0.0,0.2,13.7,2.1,2.1,1.3,13.0,0.096,1.9,4.8,1.4
0.0,1.8,14.9,2.1,1.4,3.1,16.4,0.157,4.6,6.0,1.5
0.0,0.1,9.5,1.1,0.6,1.4,15.8,0.053,1.1,3.7,1.1
0.0,-0.6,8.1,1.8,1.5,0.4,17.8,-0.012,-0.3,4.9,1.0
0.0,-0.1,14.4,6.9,6.6,1.0,23.6,0.03,1.6,17.5,5.3
0.0,0.4,10.7,0.8,0.8,1.4,14.1,0.095,1.3,2.2,0.6
0.0,-0.5,10.0,1.5,1.5,0.4,11.4,0.068,1.6,3.8,1.1
0.0,-0.3,12.0,2.4,2.4,1.9,17.6,0.066,1.8,5.5,1.4
0.0,0.1,35.2,0.7,0.7,0.0,14.0,0.484,0.2,2.7,1.3
0.0,0.1,13.3,1.3,1.0,0.1,14.9,0.092,0.4,3.8,1.0
0.0,-0.2,9.8,1.2,1.2,0.4,15.3,0.053,0.7,3.5,1.4
0.0,2.1,17.3,4.3,3.2,2.6,16.9,0.165,7.5,11.1,1.9
0.0,-0.2,6.8,0.6,0.6,0.2,15.1,0.025,0.1,1.7,0.6
0.003,2.0,16.6,4.8,3.3,1.5,20.8,0.151,6.6,14.8,4.1
0.0,0.0,11.3,1.1,1.1,0.8,16.4,0.034,0.5,2.7,0.8
0.0,-0.3,9.0,3.0,2.6,0.4,16.9,0.009,0.2,7.3,1.2
0.0,1.0,16.6,6.5,5.2,1.0,25.5,0.085,4.8,18.5,4.8
0.003,5.1,21.9,7.4,6.0,1.3,24.8,0.171,11.7,21.7,6.7
0.0,-0.1,12.2,4.8,4.0,0.6,20.9,0.06,2.2,12.3,2.4
0.0,-0.1,12.7,1.9,1.9,1.0,16.1,0.106,2.6,5.4,1.8
0.0,1.1,11.8,4.2,2.7,2.8,17.5,0.089,5.2,11.9,2.4
0.0,-0.3,9.0,1.5,1.4,1.4,11.1,0.05,1.9,4.0,1.0
0.0,0.1,16.4,3.8,3.8,2.6,19.2,0.115,4.6,9.5,2.9
0.0,1.2,14.3,3.2,2.6,1.8,16.5,0.11,4.0,8.4,1.8
0.0,0.9,16.4,1.4,1.4,2.7,12.9,0.186,4.7,4.0,1.8
0.021,3.9,19.4,7.5,5.1,1.5,24.0,0.15,8.4,20.5,4.0
0.008,1.0,16.9,7.6,6.6,1.7,24.1,0.1,5.4,19.6,4.4
0.0,-0.5,9.5,2.9,2.4,1.6,19.4,0.03,0.8,7.0,0.7
0.0,-0.7,8.9,2.1,2.0,1.4,14.2,0.062,1.8,5.3,1.3
0.0,0.0,13.0,4.0,4.0,2.2,19.5,0.094,3.2,9.6,1.9
0.018,1.2,19.5,5.9,5.8,3.3,24.1,0.149,8.1,16.9,6.4
0.0,-0.1,5.8,2.3,2.1,0.1,27.1,-0.12,-0.2,5.1,0.9
0.0,-0.4,1.4,0.5,0.5,0.1,14.9,-0.091,-0.4,1.3,0.6
0.216,5.1,21.7,7.6,6.2,5.2,21.3,0.191,12.5,19.4,3.4
0.0,0.7,12.4,1.6,0.8,1.2,17.0,0.129,2.3,4.8,0.8
0.0,0.4,14.5,6.1,6.1,0.9,24.2,0.053,2.2,14.2,2.4
0.0,1.0,14.0,2.8,2.0,2.4,19.6,0.116,3.5,9.0,3.1
0.0,0.2,11.7,3.2,2.0,0.6,18.5,0.052,1.3,9.2,1.9
0.0,0.5,13.4,1.8,1.8,1.8,11.3,0.126,3.4,4.7,1.6
0.0,0.1,15.9,4.2,4.2,1.7,22.7,0.111,4.6,12.0,4.3
0.0,-1.1,11.0,2.5,2.4,0.1,22.4,0.0,0.0,5.7,1.0
0.0,0.4,13.6,2.0,1.2,0.3,18.4,0.113,1.8,6.3,1.6
0.0,0.0,13.1,1.5,1.5,0.0,17.5,0.161,0.1,4.5,2.5
0.0,0.6,15.0,4.3,4.3,1.4,16.1,0.116,5.5,11.0,3.1
0.003,2.2,18.3,8.3,6.9,0.7,27.8,0.105,6.2,23.0,5.8
0.0,-0.7,9.3,2.2,1.8,0.4,17.8,0.0,0.0,5.6,1.1
0.0,0.0,12.5,4.3,2.7,0.0,21.0,0.064,0.7,11.9,2.2
0.0,0.1,14.5,1.4,1.4,0.2,15.5,0.142,1.0,3.5,0.9
0.0,-0.1,10.6,0.9,0.9,0.1,9.3,0.077,0.2,2.1,0.6
0.0,0.2,13.2,1.5,1.5,1.1,14.5,0.102,2.6,4.5,2.2
0.0,-0.4,8.0,1.2,1.2,0.1,15.0,0.004,0.0,3.0,0.8
0.0,-0.8,10.4,1.9,1.9,0.4,16.4,0.043,0.7,5.5,2.2
0.0,0.0,8.6,0.5,0.5,1.3,6.0,0.074,1.9,1.4,0.8
0.0,0.7,12.8,2.0,1.2,0.7,14.4,0.066,1.5,5.6,1.2
0.803,5.0,23.2,10.3,8.9,3.7,35.0,0.136,9.0,30.7,10.5
0.0,-0.2,10.1,1.9,1.6,1.3,18.0,0.061,1.5,5.2,1.5
0.024,4.9,21.8,6.8,5.5,3.6,26.6,0.182,11.2,21.6,8.1
0.0,-0.2,11.6,2.5,2.5,0.7,20.2,0.023,0.4,6.2,1.9
0.0,1.7,14.4,3.5,2.6,2.9,18.0,0.119,4.8,10.3,3.1
0.0,0.1,10.1,1.8,1.8,1.7,9.6,0.063,2.3,4.8,1.7
0.01,3.6,19.2,7.0,5.4,1.9,23.8,0.133,8.5,19.6,5.2
0.0,0.0,11.8,1.0,1.0,0.4,14.2,0.107,0.6,2.5,0.6
0.0,0.1,8.7,1.7,0.6,0.5,13.2,0.061,0.5,5.4,0.9
0.0,-0.2,10.7,2.5,1.1,0.1,18.4,0.041,0.3,7.3,1.3
0.0,1.9,14.0,2.4,1.2,2.7,15.6,0.168,6.1,7.4,1.7
0.0,0.0,16.9,1.0,1.0,0.0,19.9,0.091,0.0,2.0,0.0
0.0,-0.4,6.1,0.9,0.9,0.3,18.7,-0.056,-0.4,2.4,0.6
0.003,4.5,19.0,5.1,3.0,3.5,20.7,0.202,12.1,16.5,4.8
0.977,4.4,22.0,5.7,4.5,1.2,20.5,0.203,10.9,15.5,3.2
0.0,0.7,14.0,2.6,1.9,1.3,17.4,0.123,3.2,7.1,1.4
0.0,0.0,10.0,0.2,0.2,0.0,11.6,0.07,0.0,0.4,0.0
0.0,-0.1,8.7,0.7,0.7,0.3,11.6,0.075,0.6,2.1,1.0
0.0,0.7,16.3,2.2,2.2,1.2,15.1,0.174,2.7,5.3,1.2
0.0,0.5,10.5,2.5,1.4,1.9,16.2,0.079,2.3,8.1,2.2
0.174,4.7,23.3,8.7,6.7,1.0,31.7,0.145,8.1,27.6,10.1
0.0,0.8,10.9,3.9,2.0,1.8,16.5,0.077,3.2,10.5,0.9
0.0,-0.1,10.5,0.9,0.9,0.0,17.5,0.013,0.0,2.3,0.8
0.0,-0.1,6.2,0.7,0.7,0.1,10.8,-0.001,0.0,1.5,0.5
0.0,-0.5,7.8,2.1,2.1,0.5,14.7,0.013,0.3,4.5,0.7
0.013,1.5,22.9,8.8,8.8,2.5,36.2,0.118,3.8,24.3,8.9
0.0,0.9,15.8,4.6,4.5,1.6,20.4,0.083,3.4,11.6,4.0
0.0,1.4,13.4,2.3,1.3,1.8,14.4,0.125,3.9,6.6,1.0
0.0,0.0,12.5,4.0,4.0,1.6,17.9,0.063,2.8,9.4,2.0
0.0,-0.4,5.9,0.7,0.7,0.3,12.9,0.039,0.3,1.7,0.4
0.0,1.3,14.3,6.0,4.2,1.9,19.5,0.112,5.5,15.7,2.1
0.0,2.8,16.7,5.1,3.3,2.6,19.8,0.148,7.0,13.4,2.0
0.0,1.2,9.5,3.1,1.8,4.0,12.5,0.111,6.1,8.2,1.4
0.0,-0.2,1.2,0.5,0.5,0.0,27.4,-0.174,-0.3,1.2,0.1
0.0,-0.3,12.2,2.6,2.6,2.1,19.6,0.085,2.6,7.0,2.4
0.0,1.2,15.5,7.5,6.1,2.3,27.2,0.015,0.9,19.1,4.8
0.0,1.0,15.9,3.9,3.4,2.5,25.0,0.1,3.1,10.4,2.7
0.0,0.7,15.8,2.4,1.8,0.6,20.6,0.097,1.8,5.8,0.4
0.0,-0.4,9.7,1.9,1.9,1.6,15.3,0.076,1.9,4.0,0.5
0.0,0.1,11.9,1.0,1.0,0.7,13.8,0.101,1.0,2.4,0.6
0.0,0.1,7.7,0.7,0.7,0.9,9.9,0.087,1.1,1.7,0.3
0.0,1.8,17.1,5.7,5.0,1.3,21.5,0.136,7.3,15.5,3.8
0.0,-0.2,3.1,0.8,0.8,0.1,13.1,-0.047,-0.1,1.7,0.2
0.0,0.2,12.4,1.5,1.5,1.5,11.3,0.122,3.1,3.5,1.0
0.002,3.7,21.6,7.7,6.7,3.1,26.6,0.157,7.7,22.0,7.4
0.0,-0.6,8.5,1.2,1.2,1.4,16.6,0.078,1.1,3.2,1.0
0.0,0.0,16.3,0.9,0.8,0.1,23.4,0.114,0.2,2.2,0.6
0.0,0.5,15.2,3.4,3.4,2.3,15.8,0.135,4.5,9.2,3.9
0.0,-0.1,8.8,1.0,0.5,0.2,16.2,0.002,0.0,3.1,0.8
0.0,2.4,20.8,6.3,3.8,1.5,28.2,0.132,4.4,19.2,5.3
0.0,0.3,12.7,2.0,2.0,2.2,10.4,0.096,3.4,4.5,0.9
0.0,1.8,18.0,3.8,3.7,1.9,18.7,0.11,4.5,10.1,3.0
0.0,0.3,14.8,6.0,6.0,0.7,23.2,0.071,4.3,17.2,6.6
0.0,-0.1,9.0,1.2,1.2,0.8,13.0,0.098,1.1,3.1,0.9
0.0,-0.4,6.9,0.8,0.8,0.4,8.3,0.065,0.8,2.1,1.0
0.0,3.2,15.5,4.0,1.3,2.3,15.6,0.162,8.7,11.6,1.0
0.0,-0.2,12.1,3.4,2.2,0.6,21.9,0.036,1.3,8.7,1.1
0.0,0.5,15.1,1.7,0.8,0.2,14.0,0.138,1.5,5.2,0.9
0.0,0.5,11.1,2.7,2.7,3.0,14.1,0.101,3.9,7.0,2.1
0.0,0.1,17.2,3.8,3.6,0.3,27.9,0.147,0.5,10.0,2.6
0.0,0.8,15.0,5.9,5.1,1.7,23.4,0.074,4.2,16.0,4.3
0.0,0.7,11.8,1.4,0.6,1.3,14.0,0.121,2.6,4.4,1.1
0.0,0.4,14.1,2.6,1.6,0.7,16.8,0.115,1.6,6.4,0.3
0.0,0.1,9.0,1.5,1.4,1.6,11.8,0.085,2.1,3.9,1.0
0.0,0.3,12.3,1.4,1.2,1.2,17.2,0.081,1.9,4.6,2.0
0.0,0.7,9.8,2.1,1.0,3.3,13.1,0.09,4.1,5.9,0.8
0.005,3.1,16.2,5.7,5.1,4.0,18.8,0.149,9.4,14.7,3.3
0.0,0.0,15.6,0.3,0.0,0.0,22.5,0.129,0.0,1.8,1.0
0.0,0.4,13.0,1.7,1.7,2.3,11.8,0.096,3.8,4.9,3.0
0.0,-0.3,7.7,2.2,2.0,0.5,19.8,-0.028,-0.3,5.6,1.2
0.0,-0.5,9.9,2.7,2.2,0.5,23.8,-0.016,-0.3,7.0,1.6
0.0,-0.1,9.1,1.0,1.0,0.5,11.1,0.083,0.9,2.5,1.0
0.0,-0.5,9.6,1.8,1.8,0.8,19.4,-0.006,-0.1,4.6,1.6
0.0,0.1,10.3,2.5,1.6,1.4,18.1,0.068,1.7,6.5,0.7
0.0,-0.3,9.0,1.7,1.6,0.6,15.4,0.024,0.3,4.2,1.3
0.0,-1.0,10.5,2.9,2.9,1.2,19.7,0.004,0.1,7.3,2.7
0.0,0.0,9.9,0.6,0.6,0.0,20.0,0.031,0.0,1.3,0.4
0.0,-0.2,10.4,2.7,2.4,0.8,19.0,0.009,0.3,7.8,2.8
0.0,-0.2,10.1,3.3,2.2,0.3,21.7,0.003,0.1,8.4,1.0
0.0,0.0,10.1,3.0,2.7,3.3,19.7,0.062,2.5,8.4,2.7
0.0,-0.2,6.3,0.5,0.5,0.4,12.3,-0.006,0.0,1.0,0.1
0.0,-0.3,10.2,1.2,1.2,0.4,21.2,0.013,0.1,2.9,1.1
0.0,0.2,15.4,2.3,2.2,0.8,19.6,0.085,1.4,5.4,1.3
0.168,5.2,21.3,8.2,5.6,2.3,27.3,0.169,11.5,25.5,8.0
0.592,4.7,26.6,9.3,9.3,3.3,28.3,0.243,14.6,26.0,9.9
0.0,-0.3,2.5,0.5,0.5,0.1,17.6,-0.094,-0.2,1.4,0.6
0.0,0.2,11.2,2.6,2.4,1.5,13.6,0.063,2.6,6.8,2.2
0.0,0.5,16.8,5.6,4.8,2.7,22.2,0.107,5.3,15.4,4.6
0.0,-0.1,0.9,0.3,0.3,0.0,15.5,-0.038,0.0,0.9,0.6
0.0,0.0,11.8,1.3,1.3,0.7,16.9,0.104,1.0,3.2,1.0
0.0,0.1,12.5,1.8,1.5,0.7,22.2,0.073,0.8,5.0,1.5
0.0,-0.2,7.8,0.9,0.9,0.3,14.3,0.029,0.2,2.3,1.0
0.0,0.1,17.0,2.0,2.0,0.1,20.2,0.067,0.1,4.6,1.2
0.0,0.9,14.3,2.2,1.4,1.8,20.5,0.128,3.1,5.9,1.1
0.0,-0.4,4.1,1.6,1.0,0.3,15.5,-0.052,-0.5,4.0,0.3
0.0,1.0,18.1,3.0,3.0,2.4,15.8,0.14,5.2,7.3,2.5
0.0,0.2,12.3,2.1,1.7,0.8,22.7,0.038,0.5,5.1,0.8
0.0,-0.1,4.0,0.6,0.4,0.1,13.7,-0.074,-0.3,1.7,0.7
0.0,1.3,18.5,2.9,2.9,1.8,16.4,0.152,4.5,7.7,2.8
0.0,-0.1,4.6,0.3,0.2,0.1,14.8,-0.061,-0.1,0.6,0.0
0.0,0.7,16.3,6.2,6.2,2.8,25.5,0.115,4.3,16.1,5.0
0.0,0.0,14.8,1.5,1.5,0.6,12.4,0.154,1.2,3.6,1.3
0.0,-0.6,8.6,2.3,2.3,3.7,11.7,0.073,3.9,6.4,2.6
0.0,0.2,9.7,1.5,0.9,1.2,12.6,0.066,1.4,4.1,0.8
0.0,-0.1,5.2,0.3,0.3,0.1,12.2,0.004,0.0,0.9,0.6
0.0,0.2,12.3,1.7,1.1,0.5,17.0,0.09,0.9,4.5,0.7
0.0,2.3,18.9,4.3,4.1,1.8,21.3,0.147,7.0,12.9,4.7
0.0,0.9,15.8,5.7,5.2,1.2,20.7,0.093,5.3,15.5,4.1
0.0,0.9,16.5,3.5,3.5,2.0,14.9,0.134,5.2,9.4,3.8
0.0,-0.2,10.6,1.2,1.0,0.2,16.5,0.026,0.2,3.3,1.3
0.0,-0.4,10.0,1.9,1.7,0.4,15.5,0.005,0.1,4.8,1.2
0.0,-0.1,9.8,1.2,1.1,0.2,15.2,0.037,0.3,3.0,0.8
0.0,0.1,12.9,3.5,3.0,0.7,21.7,0.053,1.8,8.8,1.7
0.0,0.2,16.9,2.2,1.8,0.4,21.9,0.127,1.3,6.0,1.6
0.0,-0.2,8.7,1.0,0.9,0.2,16.1,0.016,0.1,2.9,1.2
0.0,-0.1,10.1,2.3,1.2,1.1,18.6,0.061,1.7,7.0,1.6
0.0,0.0,7.7,1.7,1.7,0.1,16.3,0.024,0.0,3.3,0.0
0.0,0.0,10.1,0.9,0.6,0.0,23.5,-0.02,0.0,2.2,0.1
0.0,-0.6,9.5,1.7,1.7,0.7,20.2,-0.019,-0.3,4.1,1.5
0.0,0.0,5.2,1.0,1.0,0.1,24.9,-0.134,-0.1,2.3,0.3
0.0,-0.2,8.7,1.2,1.2,0.5,20.3,0.038,0.2,3.3,1.2
0.0,0.0,18.1,0.3,0.3,0.0,19.1,0.173,0.1,1.3,1.0
0.0,-0.2,5.0,1.6,1.2,0.1,29.1,-0.099,-0.2,4.0,0.4
0.0,0.0,14.2,2.3,2.3,0.5,18.1,0.1,1.1,5.4,0.8
0.0,0.1,14.8,1.1,0.9,0.1,20.9,0.077,0.2,3.1,1.5
0.0,-0.2,9.6,1.6,1.2,0.6,18.0,0.066,0.9,4.5,1.2
0.0,0.0,-0.2,0.0,0.0,0.0,4.8,-0.057,0.0,0.0,0.0
0.0,1.5,19.2,7.1,7.1,1.4,24.6,0.111,4.1,17.8,5.3
0.0,-0.2,11.6,1.2,1.2,0.4,13.0,0.077,0.5,3.4,1.7
0.0,-0.7,8.9,1.4,1.3,0.4,15.8,0.009,0.2,3.5,1.1
0.0,-0.2,12.2,1.2,1.2,0.2,21.9,0.036,0.2,3.1,1.3
0.0,0.6,16.1,5.4,5.4,1.4,18.7,0.104,4.9,13.0,3.1
0.0,-0.1,8.6,1.4,1.1,0.8,16.1,0.048,0.5,3.9,1.3
0.0,0.6,13.1,3.0,2.3,2.2,20.4,0.062,2.3,7.7,1.7
0.0,-0.5,7.3,1.3,1.3,0.3,18.9,-0.016,-0.1,3.1,0.6
0.0,-1.0,7.1,1.3,1.3,0.7,15.6,0.016,0.3,3.3,0.9
0.0,3.2,15.3,5.8,3.9,4.7,22.3,0.124,7.2,15.7,2.8
0.0,-0.2,11.3,1.6,1.6,0.7,14.6,0.048,0.7,3.9,1.3
0.0,-0.4,6.5,1.2,0.8,0.2,17.0,-0.025,-0.2,3.1,0.7
0.0,-0.2,-8.0,0.8,0.8,0.0,20.5,-0.266,-0.2,1.5,0.5
0.0,-0.3,12.0,1.0,1.0,0.4,17.5,0.076,0.6,2.6,1.0
0.0,-0.2,3.5,0.8,0.6,0.1,14.6,-0.034,-0.1,2.0,0.2
0.0,0.6,10.5,1.7,0.8,1.4,14.0,0.09,2.5,4.9,0.8
0.0,-0.2,10.3,2.0,2.0,0.2,16.8,0.041,0.3,4.5,0.8
0.0,3.0,19.0,8.5,6.7,2.4,27.1,0.1,5.7,21.7,4.3
0.0,-0.1,12.1,2.5,2.1,0.6,15.9,0.081,2.1,6.4,1.2
0.0,1.0,14.6,2.6,1.9,2.1,19.5,0.145,3.7,7.4,1.9
0.0,-0.2,1.5,1.6,1.4,0.1,27.2,-0.166,-0.3,3.5,0.3
0.0,-0.1,3.8,0.4,0.4,0.1,16.0,-0.029,0.0,1.0,0.3
0.0,1.0,15.8,4.1,4.0,1.8,20.1,0.096,3.7,11.5,4.1
0.0,-0.1,8.2,1.4,0.7,0.4,14.1,0.055,0.4,3.7,0.4
0.0,0.1,12.8,1.2,1.0,0.3,17.3,0.103,0.5,3.0,0.8
0.0,-0.5,10.4,2.6,2.6,0.8,17.4,0.032,0.6,7.0,3.1
0.0,1.3,13.3,3.6,2.4,2.2,18.0,0.102,4.8,10.6,2.7
0.0,0.0,14.7,2.8,2.3,0.3,24.9,0.078,0.7,9.0,3.3
0.0,0.0,14.0,1.1,1.1,0.1,11.6,0.094,0.2,2.4,0.5
0.0,0.2,12.4,1.3,0.6,0.3,15.2,0.097,1.0,3.8,0.6
0.0,0.5,17.0,1.8,1.8,1.4,14.4,0.164,3.0,4.9,2.4
0.0,-0.1,10.7,1.5,1.5,1.4,13.8,0.081,1.6,3.7,1.2
0.0,0.1,10.0,2.5,1.9,0.2,16.1,0.04,0.2,6.3,0.9
0.0,0.9,14.6,3.7,3.6,1.9,20.6,0.086,2.5,9.1,2.2
0.0,1.4,14.5,5.2,3.8,2.2,19.1,0.091,4.9,13.4,2.2
0.0,1.8,14.6,3.6,2.8,1.0,17.4,0.1,5.4,10.0,2.2
0.0,0.0,9.7,0.3,0.3,0.1,12.4,0.06,0.1,1.5,1.3
0.0,-0.1,7.5,1.1,1.0,0.1,19.6,-0.028,0.0,2.4,0.3
0.0,-0.1,6.0,1.1,0.9,0.1,21.5,-0.045,-0.1,3.0,0.8
0.0,-0.6,10.0,2.2,2.2,1.3,15.9,0.044,1.2,4.9,0.8
0.0,-0.4,12.7,3.4,3.0,0.5,21.0,0.032,1.0,8.4,1.7
0.0,-0.1,10.2,1.0,1.0,0.2,26.1,0.006,0.0,2.8,0.9
0.0,-0.5,8.6,1.8,1.4,0.4,21.8,-0.012,-0.2,5.0,1.4
0.0,-0.2,13.6,3.1,3.1,1.1,21.6,0.064,1.3,7.9,2.7
0.0,-0.2,8.9,0.9,0.5,0.1,15.8,0.018,0.2,2.9,0.5
0.0,-0.3,8.9,2.1,2.1,1.3,13.3,0.05,1.7,5.1,1.4
0.0,0.0,11.7,1.0,0.5,0.0,18.8,0.059,0.0,2.5,0.0
0.0,2.8,14.8,3.4,2.5,3.4,14.8,0.149,7.8,9.9,2.9
0.0,-0.3,8.4,1.4,0.6,0.2,16.4,0.02,0.3,4.3,0.9
0.0,-0.2,7.4,1.6,1.4,0.1,23.3,-0.073,-0.2,3.9,0.6
0.0,0.0,11.6,0.4,0.4,0.0,17.7,0.073,0.0,0.9,0.0
0.0,-0.1,8.6,1.0,1.0,0.1,16.2,0.026,0.1,2.7,1.2
0.0,1.2,14.1,4.1,3.8,2.7,19.1,0.055,2.4,11.1,4.1
0.0,0.8,15.2,3.8,3.6,0.9,16.0,0.093,4.6,10.1,2.9
0.0,-0.1,8.0,0.8,0.8,0.1,9.7,0.046,0.2,2.0,0.6
0.0,-0.1,11.8,3.3,2.3,0.7,22.4,0.043,1.3,8.5,1.0
0.0,0.0,11.1,2.6,1.8,0.7,26.5,0.023,0.2,6.4,0.7
0.0,0.0,-12.1,0.0,0.0,0.0,12.9,-0.214,0.0,0.2,0.4
0.0,1.9,16.1,6.3,5.7,2.6,21.0,0.117,6.8,16.4,3.6
0.0,-0.2,9.0,1.4,1.3,0.6,13.8,0.028,0.4,3.8,1.3
0.0,-0.4,8.0,1.3,1.3,0.3,11.7,0.057,1.1,4.3,2.4
0.0,0.0,0.3,0.3,0.3,0.1,14.5,-0.102,-0.2,0.7,0.0
0.0,-0.2,2.3,0.5,0.5,0.3,13.8,-0.013,0.0,1.1,0.2
