points_share,VORP,PER,FG,2P,DWS,USG%,WS/48,WS,PTS,FTA
0.0,0.5,14.1,5.5,5.0,2.9,26.7,0.017,0.8,14.6,4.4
0.0,0.5,14.3,4.6,4.6,2.5,21.8,0.086,3.0,11.0,3.0
0.0,0.2,14.0,2.8,2.7,0.4,17.8,0.085,1.1,6.1,0.5
0.0,-0.7,10.9,4.7,3.8,1.7,22.5,0.025,1.1,11.8,2.2
0.0,0.1,17.6,0.9,0.9,0.3,17.3,0.149,0.8,2.6,1.4
0.0,0.7,15.3,2.9,2.5,1.9,18.1,0.11,3.6,7.2,1.9
0.0,0.3,14.5,5.2,5.0,1.0,20.7,0.088,1.3,12.3,2.6
0.0,0.1,13.5,2.6,2.6,2.1,13.7,0.107,3.4,6.3,1.5
0.0,2.3,19.9,4.7,2.8,1.1,27.0,0.157,6.6,15.5,4.9
0.0,0.4,15.6,3.3,3.3,2.1,14.0,0.148,6.8,8.5,3.0
0.0,0.6,15.1,4.1,4.1,2.2,18.4,0.114,3.8,10.9,3.9
0.0,0.3,15.9,5.9,5.4,1.7,24.5,0.1,4.1,14.4,2.4
0.0,1.6,16.6,5.8,4.6,2.7,18.9,0.127,5.6,14.3,1.7
0.0,0.8,15.9,3.9,3.0,2.1,21.1,0.12,3.6,10.3,2.1
0.0,-0.3,13.3,1.5,1.5,1.0,13.0,0.099,1.7,3.7,1.1
0.0,-0.1,-1.8,0.5,0.3,0.0,31.5,-0.275,-0.1,1.3,0.0
0.0,0.5,14.1,2.8,2.8,2.2,15.6,0.123,3.8,7.6,2.6
0.0,1.0,16.8,4.5,3.3,1.7,22.1,0.146,4.0,11.5,1.8
0.0,0.1,12.4,4.4,2.9,0.6,19.7,0.059,2.1,12.0,2.5
0.0,0.2,14.2,2.2,2.2,2.5,15.8,0.118,3.3,5.2,1.0
0.0,0.0,-7.5,1.0,1.0,0.0,15.5,-0.276,-0.1,2.0,2.0
0.0,-0.2,8.9,2.3,2.3,1.2,10.9,0.047,1.6,5.2,0.7
0.0,-0.2,8.1,1.9,1.5,0.2,17.5,-0.017,-0.1,5.2,1.9
0.0,0.0,17.7,1.6,1.6,0.3,19.4,0.177,0.5,4.1,1.7
0.0,0.0,40.8,0.3,0.3,0.0,22.0,0.431,0.0,0.7,0.0
0.0,1.2,15.5,2.6,2.4,1.8,17.0,0.149,4.5,6.8,1.8
0.0,-0.2,11.1,2.0,1.7,0.7,18.7,0.044,1.1,6.3,2.7
0.0,1.0,15.6,3.3,3.3,2.9,19.1,0.116,4.2,8.3,2.2
0.0,0.0,14.9,1.1,1.1,0.3,18.3,0.119,0.4,2.6,0.4
0.0,1.1,15.9,6.6,5.4,2.0,25.2,0.065,3.5,17.9,4.4
0.0,2.6,21.8,6.5,6.5,3.3,23.8,0.175,8.3,16.0,4.5
0.034,4.9,20.7,7.2,4.8,3.3,26.9,0.174,10.6,21.0,4.9
0.0,0.1,11.5,1.6,1.1,0.8,14.6,0.088,1.9,5.0,1.5
0.519,7.2,26.0,6.9,5.2,3.2,23.7,0.27,16.1,19.1,3.9
0.0,-0.2,14.8,2.8,2.8,1.8,20.7,0.069,1.6,6.9,2.1
0.0,0.0,13.3,1.8,1.7,0.8,15.3,0.084,2.2,4.4,1.0
0.0,0.0,10.0,0.8,0.8,0.2,11.2,0.086,0.2,1.8,0.2
0.0,0.7,15.2,3.0,3.0,1.5,17.8,0.096,1.9,6.9,1.0
0.0,0.3,10.5,1.3,0.4,0.6,14.2,0.081,1.2,3.7,0.2
0.0,-0.1,9.4,1.2,1.2,0.8,11.6,0.07,0.7,2.7,0.6
0.259,4.0,22.6,5.4,5.4,4.7,22.2,0.207,9.6,13.9,4.0
0.0,-0.1,8.7,0.6,0.6,0.2,13.4,0.04,0.1,1.2,0.1
0.0,0.3,11.0,2.1,1.9,0.9,12.9,0.074,1.7,4.8,0.6
0.0,1.7,15.2,4.0,2.4,2.3,19.9,0.138,5.5,11.9,2.9
0.0,0.7,17.6,7.6,6.1,0.6,34.9,0.006,0.2,22.3,6.9
0.0,-0.2,4.6,0.7,0.1,0.5,8.9,0.028,0.4,2.1,0.1
0.0,0.5,12.0,3.1,2.5,1.2,15.0,0.086,2.5,7.5,1.1
0.0,-0.1,11.7,1.2,1.2,0.8,13.0,0.074,1.2,3.7,2.1
0.0,0.4,11.4,2.9,1.7,1.6,17.9,0.084,2.6,7.7,0.9
0.0,0.7,20.3,4.6,4.6,1.0,23.8,0.138,3.6,11.5,3.2
0.0,0.9,15.4,3.1,2.8,1.6,19.6,0.115,3.6,7.7,1.3
0.0,0.9,16.1,2.0,1.9,1.5,12.3,0.151,3.6,5.3,1.9
0.0,-0.1,5.1,0.8,0.4,0.1,9.3,0.017,0.1,2.0,0.2
0.0,0.1,9.3,2.1,1.0,1.0,12.9,0.07,2.4,5.9,0.8
0.0,-0.1,9.1,0.6,0.6,0.2,17.3,0.008,0.0,1.6,0.6
0.0,0.8,12.7,3.6,2.9,2.3,18.3,0.088,3.6,8.7,1.1
0.0,0.4,16.7,6.8,4.9,-0.1,26.6,0.069,1.9,20.0,4.9
0.0,0.3,15.4,3.3,3.3,2.1,18.3,0.134,3.8,8.0,1.8
0.0,0.6,13.4,1.5,0.6,0.8,17.1,0.128,1.6,4.6,0.9
0.0,-0.2,1.9,0.2,0.2,0.1,9.8,0.013,0.0,0.6,0.3
0.0,0.1,16.4,5.2,5.2,1.0,23.7,0.062,2.2,11.8,2.1
0.0,-0.7,6.8,2.2,1.3,1.3,13.3,0.03,1.0,5.7,0.8
0.0,0.2,11.1,1.3,0.2,0.4,15.8,0.11,1.5,4.4,0.8
0.0,0.1,11.7,3.3,1.6,0.4,21.3,0.045,0.4,9.1,1.2
0.0,0.4,17.7,4.3,4.3,0.7,18.1,0.145,1.9,9.8,1.7
0.0,0.9,11.6,3.3,1.6,1.7,14.2,0.108,4.1,9.4,1.4
0.0,-0.2,10.0,1.6,1.2,0.3,14.8,0.042,0.6,4.0,0.4
0.0,0.1,9.5,1.5,0.6,1.4,13.2,0.066,2.1,4.3,0.5
0.0,-0.1,6.2,0.4,0.4,0.4,9.0,0.014,0.1,1.1,0.5
0.0,0.1,14.9,1.7,0.7,0.0,24.3,0.113,0.2,4.6,0.2
0.0,1.0,11.3,3.6,1.9,2.1,14.9,0.091,4.3,10.1,1.3
0.0,0.6,15.4,5.0,3.3,0.6,25.2,0.052,2.1,14.2,2.8
0.0,0.4,17.3,3.8,3.8,2.2,22.5,0.112,3.3,8.6,1.4
0.0,0.1,11.9,2.2,1.7,1.2,17.0,0.094,1.7,5.4,0.9
0.0,-0.4,10.6,2.3,1.7,0.2,21.8,0.015,0.3,6.2,1.2
0.0,1.3,19.8,7.8,6.4,1.5,28.4,0.111,3.6,21.1,5.3
0.0,-0.5,7.9,2.3,1.5,0.4,17.6,-0.003,-0.1,5.9,0.7
0.0,0.0,2.8,0.0,0.0,0.0,9.8,-0.058,0.0,0.4,0.6
0.0,0.1,11.4,2.9,1.8,0.2,20.8,0.063,0.4,8.4,2.1
0.0,0.6,15.3,2.8,2.1,1.2,20.5,0.137,2.8,7.1,1.1
0.0,0.3,10.1,1.3,0.7,0.9,12.5,0.11,2.1,3.7,0.5
0.0,-0.1,11.8,1.8,1.8,0.7,15.0,0.023,0.3,4.0,0.6
0.0,1.7,14.8,3.9,1.9,1.2,16.5,0.151,5.7,10.7,1.2
0.0,-0.1,3.3,0.4,0.3,0.1,10.7,0.02,0.0,1.6,0.7
0.0,-0.4,7.4,2.2,1.2,0.8,21.3,-0.008,-0.1,6.2,0.9
0.0,-0.3,8.2,1.6,1.2,0.4,16.0,0.034,0.3,4.4,1.4
0.0,0.1,22.8,2.0,2.0,0.0,12.7,0.197,0.3,4.5,1.3
0.0,-0.4,10.3,2.1,1.8,0.3,20.8,0.007,0.1,4.9,0.6
0.0,0.9,19.5,3.2,2.0,0.5,26.3,0.135,2.2,10.3,3.6
0.0,0.4,12.3,1.8,1.6,1.5,17.9,0.065,1.1,4.2,0.8
0.0,-0.1,0.5,0.8,0.8,0.0,23.3,-0.238,-0.2,1.5,0.0
0.0,-0.4,9.7,1.8,1.4,0.1,12.1,0.05,0.8,4.4,0.6
0.0,-0.1,14.9,2.7,2.7,0.5,18.1,0.112,2.8,7.2,2.1
0.0,0.4,13.2,4.6,4.1,2.3,20.7,0.074,3.6,12.1,2.7
0.0,0.1,10.9,3.2,1.5,1.3,15.9,0.07,2.6,8.8,1.3
0.0,-0.3,10.5,2.0,1.7,0.4,18.9,0.028,0.2,5.3,1.4
0.0,0.1,9.9,1.7,0.7,0.4,16.6,0.053,0.6,4.6,0.3
0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0
0.0,0.6,14.9,2.2,2.2,1.6,15.2,0.127,2.8,5.0,0.7
0.0,0.0,16.6,4.5,4.5,0.2,23.1,0.069,1.2,12.5,4.2
0.0,1.0,16.3,4.2,4.1,1.9,19.5,0.132,5.3,10.6,2.6
0.0,0.4,15.4,4.2,4.2,3.2,21.3,0.105,4.2,10.6,2.7
0.0,0.6,12.2,1.4,0.5,1.0,11.6,0.092,2.3,4.1,0.6
0.0,0.0,12.5,3.0,2.5,0.5,18.2,0.045,1.4,7.4,1.2
0.0,-0.3,14.5,3.3,3.2,1.5,20.6,0.072,2.1,8.0,1.9
0.0,-0.4,8.6,2.0,1.1,0.3,14.0,0.027,0.7,6.4,1.8
0.0,0.0,-11.4,0.0,0.0,0.0,16.5,-0.298,0.0,0.0,0.0
0.0,0.0,14.4,1.1,1.1,0.6,16.3,0.147,1.2,2.7,0.7
0.0,0.0,12.0,2.0,1.4,0.2,22.5,0.041,0.3,5.1,0.9
0.0,0.0,8.3,1.0,0.3,0.1,14.4,0.059,0.1,2.7,0.0
0.0,0.1,12.4,1.6,1.0,0.5,15.1,0.088,0.8,4.2,0.3
0.0,0.2,11.0,3.0,1.1,0.4,19.3,0.045,1.0,8.7,1.1
0.0,-0.5,11.8,2.1,2.1,0.9,17.4,0.017,0.3,4.9,1.6
0.0,-0.4,10.2,2.5,2.5,1.5,12.7,0.057,2.4,6.1,1.8
0.0,0.7,16.8,3.7,3.6,2.7,22.8,0.126,4.4,9.4,2.8
0.0,-0.1,7.3,0.6,0.4,0.1,23.2,-0.023,0.0,1.8,0.7
0.0,0.2,10.6,2.6,1.6,1.1,14.2,0.075,2.7,7.4,1.4
0.0,0.2,14.7,0.7,0.7,0.7,9.1,0.142,1.2,1.8,0.4
0.0,-0.4,6.3,1.9,1.3,0.0,24.8,-0.112,-0.6,5.3,1.3
0.0,-0.3,7.7,0.9,0.9,0.3,18.3,0.033,0.1,1.9,0.2
0.0,0.1,10.8,0.8,0.7,0.1,10.8,0.072,0.3,1.8,0.2
0.0,-0.3,10.8,1.6,1.6,1.1,16.7,0.072,1.4,4.0,1.3
0.0,-0.1,10.2,1.8,1.1,0.6,13.4,0.036,0.7,5.1,1.0
0.0,1.9,17.1,6.0,4.0,2.5,25.9,0.106,4.5,17.0,3.5
0.0,0.0,14.2,1.1,1.1,0.2,14.3,0.087,0.4,3.5,2.2
0.0,-0.4,10.9,1.9,1.9,0.6,14.8,0.035,0.8,4.6,1.2
0.0,0.0,12.9,0.5,0.5,0.1,11.3,0.171,0.3,1.3,0.3
0.0,0.0,9.2,0.9,0.3,0.1,14.1,0.086,0.1,2.4,0.0
0.0,1.2,17.9,5.4,4.5,2.1,23.6,0.123,4.0,13.3,2.2
0.0,-0.1,12.2,1.5,1.5,0.9,13.4,0.122,1.6,3.5,0.5
0.0,-0.4,9.8,1.3,1.1,0.2,19.6,0.021,0.2,3.6,0.9
0.0,-0.4,11.4,2.2,2.1,0.4,17.8,0.017,0.3,5.2,1.1
0.0,0.2,15.1,2.0,1.2,0.2,20.7,0.095,0.4,5.0,0.0
0.0,0.2,13.3,1.2,1.1,0.9,10.5,0.156,3.4,3.6,1.9
0.0,0.8,14.4,5.0,4.3,2.3,19.1,0.11,4.7,12.0,2.3
0.0,0.1,11.8,1.3,1.0,0.7,17.3,0.06,0.8,3.5,1.0
0.0,-0.1,10.2,0.7,0.7,0.3,9.5,0.108,0.8,1.9,0.9
0.0,-0.2,8.2,1.1,1.1,0.2,13.2,0.023,0.1,2.6,0.8
0.0,0.5,12.6,3.6,2.0,0.9,19.8,0.066,2.8,9.5,0.8
0.0,0.2,15.9,2.0,1.2,0.3,17.8,0.147,0.9,5.6,0.8
0.0,0.0,10.5,1.9,0.9,0.8,14.9,0.084,1.9,5.4,0.6
0.0,-0.4,0.8,0.3,0.2,0.4,11.2,-0.056,-0.3,0.9,0.3
0.0,0.6,15.0,2.9,1.8,0.7,24.1,0.083,1.2,7.9,1.2
0.0,-0.1,3.6,1.2,0.5,0.2,16.2,-0.044,-0.2,3.2,0.3
0.0,-0.6,9.5,1.7,0.9,1.0,17.6,0.07,1.5,5.7,2.0
0.0,0.0,4.9,0.3,0.0,0.0,16.6,-0.063,0.0,1.0,0.0
0.0,-0.3,8.6,2.2,1.2,0.3,15.5,0.046,0.6,6.3,1.2
0.0,2.8,18.5,5.4,4.5,1.0,20.6,0.126,7.0,15.2,4.8
0.0,0.0,1.1,0.4,0.4,0.0,24.9,-0.171,-0.1,1.2,0.4
0.0,0.0,13.0,2.0,1.6,0.1,19.9,0.058,0.3,4.7,0.2
0.0,-0.3,10.4,1.3,1.3,1.2,13.1,0.074,1.4,3.3,1.2
0.0,0.2,14.9,5.8,4.6,0.9,30.5,0.014,0.3,16.9,6.0
0.0,0.2,14.6,2.1,1.8,0.5,14.2,0.102,1.5,5.3,1.1
0.0,-0.1,-3.6,0.6,0.4,0.0,20.7,-0.121,-0.1,2.2,1.2
0.0,0.0,8.6,0.6,0.1,0.1,14.1,0.075,0.3,1.8,0.1
0.0,0.1,10.4,0.8,0.8,0.2,10.4,0.091,0.5,1.7,0.4
0.0,-0.6,12.5,2.9,2.9,1.7,21.5,0.066,1.7,6.6,1.0
0.0,1.1,15.4,4.7,3.9,2.2,23.4,0.103,4.0,12.6,3.0
0.0,-0.2,4.8,1.4,1.4,0.1,27.6,-0.132,-0.2,3.1,0.6
0.0,1.1,18.9,3.3,3.3,1.7,18.4,0.189,4.0,8.2,2.3
0.0,-0.1,7.2,0.4,0.4,0.2,15.1,-0.004,0.0,1.1,0.6
0.0,-0.1,16.2,5.1,5.1,1.1,22.7,0.055,2.2,12.0,2.4
0.0,-0.1,7.4,0.9,0.6,0.2,17.8,-0.03,-0.1,2.9,1.1
0.0,0.1,11.7,2.4,1.6,1.2,18.6,0.064,1.8,6.7,1.0
0.0,0.6,17.4,2.3,1.0,0.7,26.7,0.096,1.4,6.3,0.5
0.0,0.0,10.5,1.6,1.2,0.4,14.4,0.061,0.7,4.6,1.2
0.0,0.0,8.7,1.1,0.5,0.1,16.4,0.039,0.1,2.8,0.3
0.0,0.7,17.8,3.3,3.3,1.6,19.6,0.168,3.2,7.9,2.1
0.0,1.2,15.7,4.4,3.1,1.3,22.3,0.083,3.6,13.0,3.5
0.0,0.5,13.1,2.7,2.0,1.1,18.6,0.085,2.0,7.4,1.5
0.0,-0.4,6.9,1.7,1.4,0.5,15.3,0.015,0.2,4.3,0.9
0.0,-0.1,4.4,1.4,0.8,0.0,13.1,-0.016,0.0,4.0,0.8
0.0,-0.5,11.1,3.5,2.6,0.8,23.8,0.023,0.6,10.1,2.5
0.0,-0.1,11.0,1.1,1.1,0.2,15.2,0.088,0.3,2.7,0.7
0.0,0.0,10.5,0.8,0.6,0.1,18.5,0.083,0.2,1.9,0.2
0.0,0.2,13.0,1.6,1.4,0.6,16.7,0.086,1.2,4.5,1.4
0.0,0.4,19.9,2.7,2.7,1.2,21.1,0.159,3.2,6.5,1.5
0.0,-0.3,6.7,0.9,0.8,0.1,20.0,-0.068,-0.4,2.2,0.2
0.0,-0.1,4.9,0.3,0.3,0.0,13.7,-0.03,-0.1,2.2,2.7
0.0,-0.1,10.6,2.1,1.4,0.2,22.5,0.021,0.3,5.7,1.1
0.0,1.3,16.5,7.5,6.5,2.2,27.9,0.065,3.6,18.9,3.8
0.0,0.7,18.3,4.8,4.4,1.3,18.4,0.16,3.0,11.7,2.8
0.0,0.0,12.2,2.5,1.7,0.2,16.3,0.049,1.3,6.8,1.2
0.0,0.2,15.2,3.2,3.2,1.2,17.0,0.132,1.6,7.3,1.8
0.0,0.2,16.6,5.7,5.1,0.2,26.4,0.058,0.9,14.8,3.7
0.0,-0.2,14.3,3.0,3.0,1.4,19.7,0.062,1.8,7.6,2.8
0.0,-0.1,7.8,0.4,0.4,0.0,11.5,0.05,0.1,0.8,0.2
0.0,0.0,10.2,2.1,1.2,0.6,15.0,0.074,0.8,5.7,0.6
0.0,1.2,15.4,3.2,1.9,1.8,18.8,0.135,4.0,10.0,2.9
0.0,-0.1,6.7,1.1,0.7,0.1,18.5,-0.037,-0.1,2.7,0.4
0.0,0.0,15.3,2.3,2.3,1.4,20.2,0.089,1.5,5.7,2.0
0.0,-0.1,9.8,2.2,1.5,1.5,17.9,0.044,1.2,5.8,0.9
0.0,-0.4,10.9,3.1,2.3,1.0,17.5,0.036,1.4,7.6,1.1
0.0,-0.3,1.6,0.7,0.4,0.1,13.0,-0.053,-0.2,1.6,0.0
0.0,0.0,11.2,1.6,1.2,0.2,17.2,0.046,0.2,4.3,1.1
0.0,-0.2,8.2,1.5,0.8,0.5,22.1,-0.001,0.0,3.8,0.2
0.0,0.1,16.0,0.8,0.8,0.2,12.2,0.165,0.5,2.8,1.4
0.0,0.6,13.5,4.2,2.8,1.9,23.6,0.079,2.8,11.4,2.0
0.0,-0.3,5.9,0.8,0.4,0.3,18.2,0.0,0.0,3.3,2.0
0.0,-0.1,3.3,0.6,0.6,0.0,20.9,-0.057,0.0,1.6,0.4
0.0,-0.2,11.2,1.9,1.6,0.4,23.4,0.014,0.2,5.6,2.0
0.0,0.0,13.1,1.2,1.2,0.3,13.1,0.104,1.0,3.0,1.2
0.0,0.0,-0.7,0.0,0.0,0.0,7.6,-0.057,0.0,0.0,0.0
0.0,-0.2,5.0,0.8,0.6,0.1,15.1,-0.011,0.0,2.0,0.8
0.0,0.1,16.0,1.2,0.6,0.1,15.1,0.141,0.2,3.6,0.8
0.0,0.0,31.4,0.5,0.5,0.0,12.3,0.477,0.1,2.0,1.0
0.0,0.0,-19.7,0.0,0.0,0.0,21.8,-0.527,0.0,0.0,0.0
0.0,0.0,8.0,2.4,0.5,0.6,15.0,0.039,0.5,7.3,0.8
0.0,0.1,16.8,1.1,1.1,0.3,16.1,0.156,1.2,3.1,1.0
0.0,-0.2,11.1,1.2,1.2,1.5,11.3,0.108,1.9,2.7,1.2
0.0,0.0,7.8,1.6,0.9,0.9,14.2,0.029,0.5,4.2,0.4
0.0,-0.1,13.2,1.5,1.5,0.6,18.1,0.071,0.8,3.7,1.1
0.0,-0.2,8.9,1.4,1.1,0.1,19.1,0.0,0.0,3.4,0.3
0.0,0.0,16.6,2.8,2.8,0.7,19.0,0.127,1.3,6.3,1.3
0.0,0.2,12.8,1.2,0.8,0.4,20.4,0.073,0.4,3.1,0.8
0.0,-0.3,10.6,2.8,2.1,1.5,19.3,0.02,0.6,7.9,2.1
0.0,-0.3,7.9,1.7,1.1,1.4,17.0,0.02,0.4,5.3,1.8
0.0,-0.1,8.2,1.8,0.7,0.7,13.8,0.061,1.3,4.8,0.3
0.0,-0.1,2.1,0.2,0.2,0.0,13.5,-0.048,-0.1,0.6,0.3
0.0,0.0,16.2,1.7,1.7,0.9,17.7,0.159,1.7,4.4,1.7
0.0,-0.1,5.2,0.7,0.5,0.1,30.1,-0.094,-0.1,2.5,1.1
0.0,0.0,14.5,1.9,1.5,0.1,25.6,0.067,0.2,5.3,1.2
0.0,-0.5,8.4,1.9,1.4,0.4,19.6,-0.03,-0.4,5.4,1.2
0.0,-0.1,5.9,0.9,0.6,0.2,13.1,-0.031,-0.1,2.3,1.0
0.0,0.1,20.0,1.0,0.9,0.2,23.9,0.2,0.4,2.9,1.2
0.0,0.0,18.6,1.1,1.1,0.2,20.5,0.186,0.5,3.0,1.5
0.0,-0.1,8.9,1.9,0.8,0.8,20.4,0.022,0.3,5.6,0.8
0.0,-0.1,8.5,0.8,0.4,0.1,21.8,-0.024,0.0,2.0,0.1
0.0,-0.1,3.7,0.9,0.9,0.1,17.1,-0.093,-0.1,1.9,0.2
0.0,-0.1,1.2,0.5,0.3,0.1,20.6,-0.149,-0.1,1.5,0.3
0.0,0.0,8.5,0.2,0.2,0.0,15.7,0.061,0.0,0.8,0.4
0.0,-0.1,1.5,0.9,0.8,0.1,25.4,-0.128,-0.1,2.0,0.1
0.0,-0.3,4.8,0.9,0.8,0.2,17.4,-0.02,-0.1,2.6,0.9
0.0,0.0,44.3,0.3,0.3,0.0,29.4,0.389,0.0,0.7,0.0
0.0,-0.1,5.8,0.6,0.4,0.1,16.8,-0.021,0.0,1.9,0.8
0.0,-0.1,-5.0,0.3,0.0,0.0,15.0,-0.172,-0.1,0.8,0.0
0.0,0.0,2.4,0.0,0.0,0.0,12.6,-0.11,0.0,0.0,0.0
0.0,-0.3,11.0,3.7,2.5,0.0,18.8,0.033,0.4,11.9,4.5
0.0,0.0,4.7,0.0,0.0,0.0,15.3,-0.215,0.0,0.0,0.0
0.0,-0.1,-2.6,0.8,0.8,0.0,20.6,-0.15,-0.1,1.5,0.0
0.0,-0.1,8.2,0.7,0.5,0.0,22.9,-0.042,-0.1,1.8,0.3
0.0,-0.2,12.0,1.0,1.0,0.7,8.6,0.122,1.4,2.3,0.7
0.0,1.2,12.8,3.3,1.9,1.8,17.0,0.142,4.5,10.1,2.2
0.0,3.0,20.4,7.5,7.5,3.4,25.8,0.152,7.8,18.9,4.7
0.022,1.9,16.7,5.6,5.6,5.1,19.6,0.112,5.4,12.8,3.3
0.005,2.8,16.8,4.5,4.5,3.9,16.9,0.146,7.9,11.7,3.6
0.0,1.1,16.4,7.1,5.9,1.8,26.3,0.08,4.2,18.2,3.4
0.0,1.8,16.6,5.7,4.1,1.8,21.6,0.094,5.4,15.5,3.2
0.0,0.0,13.7,1.0,1.0,0.8,15.3,0.177,1.8,3.1,1.5
0.0,0.4,14.5,6.4,4.8,0.4,24.4,0.065,2.8,17.4,3.6
0.0,1.5,17.2,4.8,4.0,1.0,24.6,0.089,4.2,15.2,5.7
0.0,2.0,15.6,3.7,2.4,1.4,16.9,0.126,5.6,10.6,2.7
0.0,1.2,14.8,5.3,3.7,1.9,23.5,0.089,3.8,14.0,2.4
0.0,0.3,10.8,1.9,1.9,1.5,9.8,0.113,3.6,4.6,1.0
0.0,-0.1,10.7,2.0,1.5,0.4,15.3,0.048,1.2,5.4,1.3
0.0,0.0,12.7,3.4,3.4,0.6,14.8,0.13,0.9,8.0,1.5
0.0,0.6,13.0,2.9,2.3,1.9,17.8,0.091,2.4,7.8,1.7
0.0,-0.1,8.5,1.1,0.8,0.7,13.7,0.06,0.9,2.8,0.5
0.0,1.4,15.7,4.3,2.6,1.2,18.9,0.139,6.1,15.6,6.3
0.0,0.5,16.7,2.9,2.9,0.7,16.1,0.134,2.4,6.3,0.8
0.0,0.6,13.5,3.8,3.2,1.7,17.2,0.102,4.0,10.4,2.7
0.0,-0.3,7.6,1.0,0.9,0.4,15.9,-0.016,-0.1,2.3,0.5
0.0,0.1,15.9,1.6,1.6,0.4,17.2,0.099,0.8,3.8,0.8
0.0,0.5,14.4,4.7,3.3,1.3,25.1,0.061,2.5,12.8,2.5
0.0,0.5,12.9,4.9,4.1,2.4,19.5,0.095,4.8,13.3,3.3
0.0,-0.2,15.3,2.3,2.2,1.0,22.8,0.11,1.7,5.4,1.1
0.435,5.2,23.3,7.2,7.2,4.7,21.8,0.232,14.7,18.8,5.2
0.0,2.6,17.8,7.6,6.5,2.9,23.3,0.123,5.5,19.8,4.5
0.0,2.5,19.8,6.9,6.8,2.5,22.6,0.143,7.7,17.3,4.4
0.0,-0.5,13.9,2.7,2.7,0.8,20.4,0.074,1.5,6.4,1.5
0.0,0.4,12.6,3.1,2.2,1.1,17.9,0.076,2.7,8.3,1.5
0.0,1.5,14.6,3.8,2.8,2.1,18.2,0.136,6.1,11.6,3.6
0.0,3.2,19.2,6.5,5.8,4.5,24.7,0.116,6.4,16.5,4.1
0.659,6.1,25.6,9.1,8.3,4.7,31.6,0.218,12.8,25.5,8.6
0.0,1.5,15.9,4.9,3.5,1.3,21.2,0.108,6.2,14.4,3.6
0.0,0.5,14.2,3.1,2.7,1.4,23.0,0.066,2.4,8.9,2.6
0.0,2.4,19.0,3.5,1.4,2.5,20.4,0.216,6.4,10.6,1.8
0.0,1.1,12.5,3.3,1.4,1.9,15.7,0.12,5.1,10.5,2.3
0.0,0.3,14.8,1.0,0.9,0.4,15.6,0.078,0.5,2.6,0.9
0.0,0.1,11.8,1.0,1.0,2.2,12.5,0.13,2.7,2.8,1.8
0.0,-0.4,10.8,1.8,1.8,1.4,16.9,0.07,1.6,4.3,0.9
0.0,-0.4,2.2,0.7,0.7,0.3,26.1,-0.139,-0.5,1.7,0.4
0.0,-0.3,1.0,0.6,0.5,0.1,22.8,-0.143,-0.4,1.5,0.4
0.002,0.9,16.0,4.2,4.2,3.8,15.8,0.136,6.5,10.3,3.6
0.0,1.3,13.0,3.0,1.5,2.4,18.3,0.149,5.1,8.3,1.1
0.0,1.9,15.9,6.0,4.5,2.5,24.7,0.1,5.3,15.8,2.6
0.0,0.6,11.7,3.2,1.9,1.3,16.7,0.069,2.5,8.6,1.4
1.0,7.8,27.3,9.6,8.4,5.3,31.5,0.244,15.6,26.7,8.4
0.0,0.1,15.5,7.7,6.9,1.0,28.3,0.035,1.7,19.2,4.0
0.0,-0.4,14.6,5.3,5.3,2.9,27.2,0.022,1.1,14.1,5.0
0.227,3.4,21.5,8.7,8.7,3.5,25.7,0.166,11.1,21.8,5.5
0.0,0.4,15.8,3.3,3.3,1.1,13.3,0.119,4.0,7.7,2.0
0.114,3.2,17.1,4.7,4.5,4.8,18.3,0.126,6.6,10.6,1.9
0.0,0.7,14.8,2.9,2.9,2.6,11.7,0.122,5.2,7.1,2.7
0.0,1.6,18.4,5.6,5.5,3.0,22.1,0.139,6.2,12.7,2.1
0.0,1.3,10.4,2.0,1.6,2.5,9.4,0.097,4.1,5.1,1.0
0.0,1.1,14.4,6.7,5.9,1.7,25.3,0.036,1.6,17.8,4.7
0.0,1.9,16.4,4.3,2.7,2.3,22.2,0.121,5.0,12.3,2.8
0.0,2.6,16.5,4.6,2.9,1.8,18.6,0.13,7.0,13.5,3.3
0.0,1.1,14.6,6.0,4.4,1.9,20.9,0.079,3.9,15.3,2.2
0.0,1.7,16.0,2.9,2.6,2.2,14.7,0.147,4.9,7.4,1.7
0.0,-0.3,10.8,1.4,1.4,0.5,16.2,0.053,0.6,3.6,1.2
0.002,3.0,15.5,6.5,5.1,5.2,20.9,0.149,9.9,17.4,4.1
0.0,-0.1,11.0,2.8,2.4,1.3,18.8,0.036,1.1,8.0,2.8
0.0,0.6,14.2,4.8,3.3,1.4,23.4,0.071,3.4,14.2,3.4
0.0,0.2,11.4,1.3,1.3,0.8,12.8,0.104,1.5,3.5,1.1
0.0,0.7,12.1,3.8,2.1,1.5,20.0,0.084,3.4,10.5,1.6
0.0,2.3,15.9,5.2,4.2,3.2,19.4,0.111,6.6,13.7,3.0
0.0,0.1,13.0,2.1,1.4,0.5,24.5,0.044,0.7,5.5,0.7
0.0,0.7,14.3,2.5,2.5,1.2,20.1,0.073,1.9,6.6,1.7
0.005,1.9,20.1,8.0,8.0,2.7,24.2,0.128,7.8,18.6,3.5
0.0,-0.5,11.8,4.6,3.8,0.5,27.0,-0.026,-0.6,11.7,2.0
